animal_id,key,date,julian,latitude,longitude,sex,year,missing,pop,tag,fly,graze,stationary,nbursts,ptf,mean.odba,median.odba
1749,1749_2012,2012-05-27,148,70.4259284,-52.6222371,male,2012,n,GRLD,EOBS,2,146,92,240,0.6083333333333333,0.4089094785356402,0.30502352788744025
1749,1749_2012,2012-05-28,149,70.4226652,-52.6379307,male,2012,n,GRLD,EOBS,3,106,131,240,0.44166666666666665,0.2676328582456014,0.04459569560185492
1749,1749_2012,2012-05-29,150,70.423552,-52.6308762,male,2012,n,GRLD,EOBS,3,145,92,240,0.6041666666666666,0.3841599463180819,0.2293219771754026
1749,1749_2012,2012-05-30,151,70.4187506,-52.4387206,male,2012,n,GRLD,EOBS,2,80,158,240,0.3333333333333333,0.18803554477933473,0.012703011686358796
1749,1749_2012,2012-05-31,152,70.4196377,-52.4376006,male,2012,n,GRLD,EOBS,NA,39,201,240,0.1625,0.0945713081326978,0.011686412361394078
1749,1749_2012,2012-06-01,153,70.41868052190708,-52.44704726637417,male,2012,y,GRLD,EOBS,1,79,160,240,0.32916666666666666,0.22114453927978558,0.013846984230547806
1749,1749_2012,2012-06-02,154,70.4177174,-52.4565468,male,2012,n,GRLD,EOBS,NA,79,161,240,0.32916666666666666,0.22270425300856622,0.014943076253722954
1749,1749_2012,2012-06-03,155,70.4168119,-52.4582714,male,2012,n,GRLD,EOBS,3,69,168,240,0.2875,0.21608531754549767,0.012648517382267788
1749,1749_2012,2012-06-04,156,70.4165255,-52.4605682,male,2012,n,GRLD,EOBS,2,100,138,240,0.4166666666666667,0.254048273702978,0.017405175945568122
1749,1749_2012,2012-06-05,157,70.4152568,-52.4457096,male,2012,n,GRLD,EOBS,NA,144,96,240,0.6,0.3552346682860197,0.1855185104190069
1749,1749_2012,2012-06-06,158,70.416146,-52.4661729,male,2012,n,GRLD,EOBS,1,144,95,240,0.6,0.3978750396121208,0.3787368038296726
1749,1749_2012,2012-06-07,159,70.4166792,-52.459611,male,2012,n,GRLD,EOBS,3,133,104,240,0.5541666666666667,0.3862347265561426,0.27082678797263066
1749,1749_2012,2012-06-08,160,70.4161314,-52.4601735,male,2012,n,GRLD,EOBS,2,131,107,240,0.5458333333333333,0.3622472791068174,0.148709016026857
1749,1749_2012,2012-06-09,161,70.4147285,-52.4525095,male,2012,n,GRLD,EOBS,6,126,108,240,0.525,0.3610866581509324,0.16990531256056862
1749,1749_2012,2012-06-10,162,70.4156004,-52.4599415,male,2012,n,GRLD,EOBS,2,120,118,240,0.5,0.26160209381254007,0.07369109141488461
1749,1749_2012,2012-06-11,163,70.4216164,-52.4902124,male,2012,n,GRLD,EOBS,1,137,102,240,0.5708333333333333,0.3315757314628973,0.20016541595896103
1749,1749_2012,2012-06-12,164,70.4172441,-52.4564637,male,2012,n,GRLD,EOBS,2,113,125,240,0.4708333333333333,0.29415519387135985,0.05188154402016021
1749,1749_2012,2012-06-13,165,70.4161495,-52.4616254,male,2012,n,GRLD,EOBS,1,127,112,240,0.5291666666666667,0.313265701503763,0.09244414826589739
1749,1749_2012,2012-06-14,166,70.4159935,-52.4739621,male,2012,n,GRLD,EOBS,2,148,90,240,0.6166666666666667,0.4153377197404313,0.42399425313367056
1749,1749_2012,2012-06-15,167,70.4154592,-52.4684168,male,2012,n,GRLD,EOBS,1,136,102,240,0.5666666666666667,0.35654889133373435,0.17327155214503265
1749,1749_2012,2012-06-16,168,70.4134068,-52.4510796,male,2012,n,GRLD,EOBS,2,113,125,240,0.4708333333333333,0.2967157894070374,0.06656049786422204
1749,1749_2012,2012-06-17,169,70.420791500000007,-52.435879,male,2012,n,GRLD,EOBS,7,135,98,240,0.5625,0.4066959447797102,0.22197931898209441
1749,1749_2012,2012-06-18,170,70.4234172,-52.4264375,male,2012,n,GRLD,EOBS,3,135,102,240,0.5625,0.3477754193422957,0.14446758312293434
1749,1749_2012,2012-06-19,171,70.4207839,-52.4169989,male,2012,n,GRLD,EOBS,6,113,121,240,0.4708333333333333,0.3572999908671852,0.10667946225426439
1749,1749_2012,2012-06-20,172,70.4212466,-52.4178097,male,2012,n,GRLD,EOBS,3,109,128,240,0.45416666666666666,0.35639951237033896,0.05907131815087659
1749,1749_2012,2012-06-21,173,70.4214987,-52.4174672,male,2012,n,GRLD,EOBS,NA,157,83,240,0.6541666666666667,0.44024019251200697,0.48036251154779885
1749,1749_2012,2012-06-22,174,70.4201999,-52.485735,male,2012,n,GRLD,EOBS,4,142,94,240,0.5916666666666667,0.4336098378699719,0.3371744664155648
1749,1749_2012,2012-06-23,175,70.4353116,-52.5643466,male,2012,n,GRLD,EOBS,5,190,45,240,0.7916666666666666,0.536004327481918,0.5707540510501586
1749,1749_2012,2012-06-24,176,70.4349783,-52.5648142,male,2012,n,GRLD,EOBS,4,204,32,240,0.85,0.6495338634278633,0.6799804126123783
1749,1749_2012,2012-06-25,177,70.4354496,-52.5620188,male,2012,n,GRLD,EOBS,9,168,63,240,0.7,0.5474565033268928,0.5979048226917526
1749,1749_2012,2012-06-26,178,70.4230987,-52.4816673,male,2012,n,GRLD,EOBS,3,178,59,240,0.7416666666666667,0.5277409064385851,0.5529007814802347
1749,1749_2012,2012-06-27,179,70.4210447,-52.4675944,male,2012,n,GRLD,EOBS,2,202,36,240,0.8416666666666667,0.6238435119042648,0.697308129329598
1749,1749_2012,2012-06-28,180,70.4209721,-52.4881302,male,2012,n,GRLD,EOBS,NA,163,77,240,0.6791666666666667,0.42600255127749104,0.30345808028499566
1749,1749_2012,2012-06-29,181,70.4234734,-52.4916431,male,2012,n,GRLD,EOBS,2,197,41,240,0.8208333333333333,0.6032020422623349,0.5806709071359907
1749,1749_2012,2012-06-30,182,70.4215131,-52.4695898,male,2012,n,GRLD,EOBS,1,192,47,240,0.8,0.5838388818163442,0.5852995586736662
1749,1749_2012,2012-07-01,183,70.4195042,-52.4831678,male,2012,n,GRLD,EOBS,NA,161,79,240,0.6708333333333333,0.4074093701049397,0.2812485033624038
1749,1749_2012,2012-07-02,184,70.4238357,-52.4823063,male,2012,n,GRLD,EOBS,1,153,86,240,0.6375,0.45437097156027595,0.3283070512101629
1749,1749_2012,2012-07-03,185,70.4201855,-52.4887004,male,2012,n,GRLD,EOBS,1,194,45,240,0.8083333333333333,0.5468975790036235,0.5087701171572299
1749,1749_2012,2012-07-04,186,70.4233065,-52.4824434,male,2012,n,GRLD,EOBS,2,177,61,240,0.7375,0.4621883223984609,0.3858096118292033
1749,1749_2012,2012-07-05,187,70.4247687,-52.5328819,male,2012,n,GRLD,EOBS,3,193,44,240,0.8041666666666667,0.5454104528538066,0.5330704755262072
1749,1749_2012,2012-07-06,188,70.4194738,-52.4723165,male,2012,n,GRLD,EOBS,2,177,61,240,0.7375,0.5359820097659629,0.5129161698820726
1749,1749_2012,2012-07-07,189,70.4177749,-52.4577467,male,2012,n,GRLD,EOBS,NA,171,69,240,0.7125,0.4772604704110315,0.4984814020012933
1749,1749_2012,2012-07-08,190,70.4190648,-52.4646984,male,2012,n,GRLD,EOBS,NA,170,70,240,0.7083333333333334,0.41726256065991435,0.3584664280390871
1749,1749_2012,2012-07-09,191,70.4214125,-52.4870827,male,2012,n,GRLD,EOBS,NA,189,51,240,0.7875,0.5369736547628859,0.5146826476000972
1749,1749_2012,2012-07-10,192,70.4233491,-52.4823558,male,2012,n,GRLD,EOBS,1,165,74,240,0.6875,0.47235663114707693,0.4431906823252425
1749,1749_2012,2012-07-11,193,70.4199382,-52.4870759,male,2012,n,GRLD,EOBS,NA,189,51,240,0.7875,0.5328724136783691,0.4997928189274723
1749,1749_2012,2012-07-12,194,70.4235886,-52.5241348,male,2012,n,GRLD,EOBS,NA,219,21,240,0.9125,0.6067541067376805,0.5930576125969746
1749,1749_2012,2012-07-13,195,70.4212143,-52.5082522,male,2012,n,GRLD,EOBS,1,186,53,240,0.775,0.4650248003009988,0.37796281887102035
1749,1749_2012,2012-07-14,196,70.419083,-52.4713437,male,2012,n,GRLD,EOBS,1,209,30,240,0.8708333333333333,0.554964851449148,0.5378254893055239
1749,1749_2012,2012-07-15,197,70.4233422,-52.5238583,male,2012,n,GRLD,EOBS,3,196,41,240,0.8166666666666667,0.5337750793778246,0.4495055641514775
1749,1749_2012,2012-07-16,198,70.4244326,-52.5283355,male,2012,n,GRLD,EOBS,1,194,45,240,0.8083333333333333,0.5009406965587359,0.43706142774902634
1749,1749_2012,2012-07-17,199,70.42284,-52.5183089,male,2012,n,GRLD,EOBS,2,183,55,240,0.7625,0.48485130224407735,0.40413733166782806
1749,1749_2012,2012-07-18,200,70.4264857,-52.5612081,male,2012,n,GRLD,EOBS,2,193,45,240,0.8041666666666667,0.5411661518877636,0.4384204216454298
1749,1749_2012,2012-07-19,201,70.42352,-52.5235706,male,2012,n,GRLD,EOBS,NA,191,49,240,0.7958333333333333,0.5236920663956456,0.420160524652603
1749,1749_2012,2012-07-20,202,70.4215862,-52.5115623,male,2012,n,GRLD,EOBS,1,184,55,240,0.7666666666666667,0.5081967453059502,0.43717404020195505
1749,1749_2012,2012-07-21,203,70.4250461,-52.5464767,male,2012,n,GRLD,EOBS,5,178,57,240,0.7416666666666667,0.5149443527366032,0.45038042356162333
1749,1749_2012,2012-07-22,204,70.4212832,-52.5089796,male,2012,n,GRLD,EOBS,3,193,44,240,0.8041666666666667,0.5262891018007025,0.4952522232013229
1749,1749_2012,2012-07-23,205,70.4176149,-52.4572689,male,2012,n,GRLD,EOBS,2,188,50,240,0.7833333333333333,0.5398861348104778,0.4978805176012166
1749,1749_2012,2012-07-24,206,70.4138399,-52.4442006,male,2012,n,GRLD,EOBS,1,169,70,240,0.7041666666666667,0.4766215704980268,0.38903794418459314
1749,1749_2012,2012-07-25,207,70.4126023,-52.4582565,male,2012,n,GRLD,EOBS,1,204,35,240,0.85,0.6097243714523254,0.6051790158553799
1749,1749_2012,2012-07-26,208,70.4144545,-52.4466549,male,2012,n,GRLD,EOBS,1,173,66,240,0.7208333333333333,0.47561905450415815,0.4091776521272732
1749,1749_2012,2012-07-27,209,70.4183752,-52.4595064,male,2012,n,GRLD,EOBS,3,183,54,240,0.7625,0.488795437918183,0.4443872622293151
1749,1749_2012,2012-07-28,210,70.4189851,-52.4707159,male,2012,n,GRLD,EOBS,NA,189,51,240,0.7875,0.5610820246613181,0.5981892503150767
1749,1749_2012,2012-07-29,211,70.4191467,-52.460492,male,2012,n,GRLD,EOBS,1,187,52,240,0.7791666666666667,0.5443602221119734,0.5247393326576913
1749,1749_2012,2012-07-30,212,70.4182631,-52.4573574,male,2012,n,GRLD,EOBS,NA,177,63,240,0.7375,0.4544075681036505,0.3777423682369079
1749,1749_2012,2012-07-31,213,70.3936799,-52.3473962,male,2012,n,GRLD,EOBS,1,165,74,240,0.6875,0.44233426290949507,0.3502611851311893
17762,17762_2018,2018-03-01,60,52.378994,-6.377012,female,2018,n,GRLD,ORN,18,80,46,144,0.5555555555555556,0.4183950204395217,0.3436584501143015
17762,17762_2018,2018-03-02,61,52.379097,-6.375312,female,2018,n,GRLD,ORN,5,75,64,144,0.5208333333333334,0.29960449228434866,0.20217442847834827
17762,17762_2018,2018-03-03,62,52.370361,-6.408021,female,2018,n,GRLD,ORN,6,62,76,144,0.4305555555555556,0.3061969877013074,0.09952476827973303
17762,17762_2018,2018-03-04,63,52.370602,-6.406067,female,2018,n,GRLD,ORN,13,69,62,144,0.4791666666666667,0.37492574187128785,0.2945866106135967
17762,17762_2018,2018-03-05,64,52.379616,-6.377274,female,2018,n,GRLD,ORN,27,62,55,144,0.4305555555555556,0.4365726094465742,0.2539920254086822
17762,17762_2018,2018-03-06,65,52.379383,-6.376512,female,2018,n,GRLD,ORN,25,49,70,144,0.3402777777777778,0.4421573828309852,0.18689976753120952
17762,17762_2018,2018-03-07,66,52.377304,-6.376894,female,2018,n,GRLD,ORN,33,48,63,144,0.3333333333333333,0.48745099268231423,0.3368006801674542
17762,17762_2018,2018-03-08,67,52.377407,-6.376805,female,2018,n,GRLD,ORN,28,70,46,144,0.4861111111111111,0.486904445826613,0.3588344394182383
17762,17762_2018,2018-03-09,68,52.37925,-6.37573,female,2018,n,GRLD,ORN,14,80,50,144,0.5555555555555556,0.4452156233936646,0.3738578186766054
17762,17762_2018,2018-03-10,69,52.379784,-6.377475,female,2018,n,GRLD,ORN,18,80,46,144,0.5555555555555556,0.45917850421752654,0.3857231151281087
17762,17762_2018,2018-03-11,70,52.376652,-6.403399,female,2018,n,GRLD,ORN,9,103,32,144,0.7152777777777778,0.46983934189431326,0.3982790476659763
17762,17762_2018,2018-03-12,71,52.379883,-6.3787,female,2018,n,GRLD,ORN,21,77,46,144,0.5347222222222222,0.43967577174642236,0.34167697679311826
17762,17762_2018,2018-03-13,72,52.37751,-6.377775,female,2018,n,GRLD,ORN,32,81,31,144,0.5625,0.5826626992823744,0.4590644741456051
17762,17762_2018,2018-03-14,73,52.37759,-6.376763,female,2018,n,GRLD,ORN,15,93,36,144,0.6458333333333334,0.4716427417723941,0.3205851631477734
17762,17762_2018,2018-03-15,74,52.377472,-6.376557,female,2018,n,GRLD,ORN,18,67,59,144,0.4652777777777778,0.46601743127948986,0.41023610436884983
17762,17762_2018,2018-03-16,75,52.377064,-6.402583,female,2018,n,GRLD,ORN,28,61,55,144,0.4236111111111111,0.4844130432145181,0.29405677805217956
17762,17762_2018,2018-03-17,76,52.379242,-6.376513,female,2018,n,GRLD,ORN,22,76,46,144,0.5277777777777778,0.5088439270678765,0.421519994069885
17762,17762_2018,2018-03-18,77,52.376888,-6.404284,female,2018,n,GRLD,ORN,5,84,55,144,0.5833333333333334,0.43335347272003866,0.3095231879373771
17762,17762_2018,2018-03-19,78,52.369896,-6.403477,female,2018,n,GRLD,ORN,18,87,39,144,0.6041666666666666,0.49836544408867073,0.44096097347866753
17762,17762_2018,2018-03-20,79,52.374626,-6.40726,female,2018,n,GRLD,ORN,36,68,40,144,0.4722222222222222,0.5754846342984711,0.36618494665610113
17762,17762_2018,2018-03-21,80,52.356701,-6.411777,female,2018,n,GRLD,ORN,34,56,54,144,0.3888888888888889,0.5052691257760614,0.35531602774662663
17762,17762_2018,2018-03-22,81,52.382961,-6.380887,female,2018,n,GRLD,ORN,27,73,44,144,0.5069444444444444,0.5774195559289356,0.6590982116251274
17762,17762_2018,2018-03-23,82,52.382614,-6.380493,female,2018,n,GRLD,ORN,26,63,55,144,0.4375,0.51678208570632,0.3986826653232756
17762,17762_2018,2018-03-24,83,52.379467,-6.378545,female,2018,n,GRLD,ORN,41,47,56,144,0.3263888888888889,0.5792367186397854,0.47813833858128807
