animal_id,date,prcp
2174,2012-03-12,0
2174,2012-03-13,0
2161,2012-03-14,0
2174,2012-03-14,0
1749,2012-03-15,0.33400332968253726
2161,2012-03-15,0.31264395947074286
2174,2012-03-15,0.32713530231434795
1749,2012-03-16,4.7262537589372995
2161,2012-03-16,4.4568919072556605
2174,2012-03-16,4.671406290557006
1749,2012-03-17,0.30132213132386576
2161,2012-03-17,0.2737756047155983
2174,2012-03-17,0.3003895529522176
1749,2012-03-18,0.12438612895719413
2161,2012-03-18,0.13772261786421328
2174,2012-03-18,0.1244539417867647
1749,2012-03-19,0
2161,2012-03-19,0
2174,2012-03-19,0
1749,2012-03-20,0.17874471547263918
2161,2012-03-20,0.13295394740666183
2174,2012-03-20,0.17830664557403475
1749,2012-03-21,0
2161,2012-03-21,0
2174,2012-03-21,0
1749,2012-03-22,3.9873958702318686
2161,2012-03-22,3.982255772308838
2174,2012-03-22,4.05747682973679
1749,2012-03-23,5.709252418712802
2161,2012-03-23,4.691711741892231
2174,2012-03-23,5.715659738545792
1749,2012-03-24,0.11769663574751252
2161,2012-03-24,0.12690101253289499
2174,2012-03-24,0.11916546619375824
1749,2012-03-25,0
2161,2012-03-25,0
2174,2012-03-25,0
1749,2012-03-26,0
2161,2012-03-26,0
2174,2012-03-26,0
1749,2012-03-27,0
2160,2012-03-27,0
2161,2012-03-27,0
2174,2012-03-27,0
1749,2012-03-28,0
2160,2012-03-28,0
2161,2012-03-28,0
2174,2012-03-28,0
1749,2012-03-29,0.05320877028934635
2160,2012-03-29,0.05287300462682091
2161,2012-03-29,0.03769412951066847
2174,2012-03-29,0.052891272331235764
1749,2012-03-30,0
2160,2012-03-30,0
2161,2012-03-30,0
2164,2012-03-30,0
2167,2012-03-30,0
2174,2012-03-30,0
2176,2012-03-30,0
1749,2012-03-31,0
2160,2012-03-31,0
2161,2012-03-31,0
2164,2012-03-31,0
2167,2012-03-31,0
2174,2012-03-31,0
2176,2012-03-31,0
1749,2012-04-01,0
2160,2012-04-01,0
2161,2012-04-01,0
2164,2012-04-01,8.491772016086742
2167,2012-04-01,0.1842497731030831
2174,2012-04-01,0.024235534614275394
2176,2012-04-01,8.491763520415295
1749,2012-04-02,3.217482178318915
2160,2012-04-02,1.8534658655248721
2161,2012-04-02,0
2164,2012-04-02,1.9559263609861974
2167,2012-04-02,5.046573708597559
2174,2012-04-02,5.122643454674526
2176,2012-04-02,1.955943472430147
1749,2012-04-03,3.8779701290128017
2160,2012-04-03,8.304448220676292
2161,2012-04-03,1.6320825676823059
2164,2012-04-03,0
2167,2012-04-03,0
2174,2012-04-03,0
2176,2012-04-03,0
1749,2012-04-04,0
2160,2012-04-04,1.794477107945614
2161,2012-04-04,3.266227908177312
2164,2012-04-04,0.9383056944934874
2167,2012-04-04,0.9169412927803429
2174,2012-04-04,2.595091228866574
2176,2012-04-04,0.9382776581486262
1749,2012-04-05,8.58934895588635
2160,2012-04-05,0
2161,2012-04-05,0
2164,2012-04-05,5.77088602568104
2167,2012-04-05,5.71444298827918
2174,2012-04-05,6.11371980547552
2176,2012-04-05,5.770691571710563
1749,2012-04-06,16.877717837444283
2160,2012-04-06,19.916407799943922
2161,2012-04-06,19.89015591964646
2164,2012-04-06,3.332284396705006
2167,2012-04-06,2.720855082372066
2174,2012-04-06,4.134449362641106
2176,2012-04-06,3.3322030171716452
1749,2012-04-07,0.6571113447189194
2160,2012-04-07,0.3936033354495203
2161,2012-04-07,0.06431039423879535
2164,2012-04-07,5.650180293529628
2167,2012-04-07,5.162227225524198
2174,2012-04-07,5.417910439570905
2176,2012-04-07,5.650117245865605
1749,2012-04-08,6.005436851847603
2160,2012-04-08,8.40008316531777
2161,2012-04-08,11.25820073802134
2164,2012-04-08,5.0964373598393635
2167,2012-04-08,4.638971913901947
2174,2012-04-08,5.801865348235993
2176,2012-04-08,5.096471828426157
1749,2012-04-09,0.024482080429835233
2160,2012-04-09,0.03196509374697168
2161,2012-04-09,5.591973096041326
2164,2012-04-09,2.04526804085498
2167,2012-04-09,2.2014373462756405
2174,2012-04-09,2.1411400748171445
2176,2012-04-09,2.0455709844820875
1749,2012-04-10,2.1722399910143895
2160,2012-04-10,1.3509474777090353
2161,2012-04-10,4.594136161323847
2164,2012-04-10,1.458032325399381
2167,2012-04-10,1.274482396016122
2174,2012-04-10,1.3583775242023441
2176,2012-04-10,1.4580331607793138
1749,2012-04-11,5.018317148167652
2160,2012-04-11,5.13210154288957
2161,2012-04-11,0.4636334894322973
2164,2012-04-11,4.605731814824961
2167,2012-04-11,5.5443409736088025
2174,2012-04-11,6.078343014312286
2176,2012-04-11,4.606336534729948
1749,2012-04-12,1.2932404616497102
2160,2012-04-12,1.302717072694198
2161,2012-04-12,0.013929225963053472
2164,2012-04-12,1.3339992430322256
2167,2012-04-12,1.2589452478762984
2174,2012-04-12,0.9378291372488363
2176,2012-04-12,1.33408551473097
1749,2012-04-13,0
2160,2012-04-13,0
2161,2012-04-13,0
2164,2012-04-13,0
2167,2012-04-13,0
2174,2012-04-13,0
2176,2012-04-13,0
1749,2012-04-14,0
2160,2012-04-14,0
2161,2012-04-14,0
2164,2012-04-14,0
2167,2012-04-14,0
2174,2012-04-14,0.10300347850349105
2176,2012-04-14,0
1749,2012-04-15,0
2160,2012-04-15,0.009141578764423612
2161,2012-04-15,0.027178324638597855
2164,2012-04-15,0.01969128275101545
2167,2012-04-15,0.003647656027166175
2174,2012-04-15,0
2176,2012-04-15,0.016953855200160864
1749,2012-04-16,0.5614048703237405
2160,2012-04-16,1.227487162352842
2161,2012-04-16,1.7718519838242734
2164,2012-04-16,1.6365981314298899
2167,2012-04-16,0.9356276183663523
2174,2012-04-16,0.6169971855619397
2176,2012-04-16,1.5362985884524183
1749,2012-04-17,0
2160,2012-04-17,0
2161,2012-04-17,0
2164,2012-04-17,0
2167,2012-04-17,0
2174,2012-04-17,0
2176,2012-04-17,0
1749,2012-04-18,0
2160,2012-04-18,0
2161,2012-04-18,0
2164,2012-04-18,0
2167,2012-04-18,0
2174,2012-04-18,0
2176,2012-04-18,0
1749,2012-04-19,0
2160,2012-04-19,0
2161,2012-04-19,0
2164,2012-04-19,0
2167,2012-04-19,0
2174,2012-04-19,0
2176,2012-04-19,0
1749,2012-04-20,0
2160,2012-04-20,0
2161,2012-04-20,0
2164,2012-04-20,0
2167,2012-04-20,0
2174,2012-04-20,0
2176,2012-04-20,0
1749,2012-04-21,0.043895827071711205
2160,2012-04-21,0.46587545566157385
2161,2012-04-21,0.7895766556237767
2164,2012-04-21,0.6229516056022193
2167,2012-04-21,0.3229412657702278
2174,2012-04-21,0.19899850623226467
2176,2012-04-21,0.6227954611768922
1749,2012-04-22,0
2160,2012-04-22,0.18143987577025059
2161,2012-04-22,0.29557950821347606
2164,2012-04-22,0.22974437710439266
2167,2012-04-22,0.13122765398552105
2174,2012-04-22,0
2176,2012-04-22,0.22976183416830973
1749,2012-04-23,0.09706100294479933
2160,2012-04-23,0.5950421883229544
2161,2012-04-23,0.357842043694331
2164,2012-04-23,0.6066990095335199
2167,2012-04-23,0.5177990923977509
2174,2012-04-23,1.762904558692874e-8
2176,2012-04-23,0.6066246721756986
1749,2012-04-24,1.0271343644918476
2160,2012-04-24,0.23828792729334958
2161,2012-04-24,0.28236659082748
2164,2012-04-24,0.1867598854442979
2167,2012-04-24,0.2833334674152877
2174,2012-04-24,0.6599675180006124
2176,2012-04-24,0.18679320230077429
1749,2012-04-25,0
2160,2012-04-25,0
2161,2012-04-25,0
2164,2012-04-25,0
2167,2012-04-25,0
2174,2012-04-25,0
2176,2012-04-25,0
1749,2012-04-26,0.027326336781739742
2160,2012-04-26,0.028444663011590387
2161,2012-04-26,0.001022864159876496
2164,2012-04-26,0.024592082851636925
2167,2012-04-26,0.02776067484939772
2174,2012-04-26,0
2176,2012-04-26,0.021740645460871334
1749,2012-04-27,0.61351298370987
2160,2012-04-27,0.29769504261769125
2161,2012-04-27,0.40191886251649606
2164,2012-04-27,0.16528496546771926
2167,2012-04-27,0.4026869568221194
2174,2012-04-27,1.2884303950462765
2176,2012-04-27,0.16530400690219343
1749,2012-04-28,12.593401386770624
2160,2012-04-28,10.855744699242443
2161,2012-04-28,9.879265562697618
2164,2012-04-28,10.373157993430162
2167,2012-04-28,11.103587583018822
2174,2012-04-28,13.46157788167741
2176,2012-04-28,10.373505026455376
1749,2012-04-29,0
2160,2012-04-29,0
2161,2012-04-29,0
2164,2012-04-29,0
2167,2012-04-29,0
2174,2012-04-29,0
2176,2012-04-29,0
1749,2012-04-30,4.74325971979842
2160,2012-04-30,6.093446416542948
2161,2012-04-30,1.9038772595730051
2164,2012-04-30,1.174357731974582
2167,2012-04-30,5.681574492745164
2174,2012-04-30,5.980059905956224
2176,2012-04-30,2.8575418040215563
1749,2012-05-01,1.9627127120861236
2160,2012-05-01,2.3199833134534553
2161,2012-05-01,1.3675099559861748
2164,2012-05-01,1.4691741049053795
2167,2012-05-01,2.2626940547204533
2174,2012-05-01,2.3472780329087786
2176,2012-05-01,2.006521825955548
1749,2012-05-02,3.4816514485275736
2160,2012-05-02,4.194319537093438
2161,2012-05-02,5.073178597377
2164,2012-05-02,4.992144871461687
2167,2012-05-02,3.897389537024643
2174,2012-05-02,4.302461554240188
2176,2012-05-02,5.943729085694066
1749,2012-05-03,0
2160,2012-05-03,0
2161,2012-05-03,0
2164,2012-05-03,0
2167,2012-05-03,0
2174,2012-05-03,0
2176,2012-05-03,0
1749,2012-05-04,1.819265448930718
2160,2012-05-04,0
2161,2012-05-04,4.651861637446622
2164,2012-05-04,4.6535086086555255
2167,2012-05-04,1.1960813135456034
2174,2012-05-04,9.97818207952146
2176,2012-05-04,3.777766133376285
1749,2012-05-05,6.397598882387227
2160,2012-05-05,0.618347846601276
2161,2012-05-05,12.584747917823082
2164,2012-05-05,12.58381732605195
2167,2012-05-05,13.985621746096188
2174,2012-05-05,6.528765179206836
2176,2012-05-05,14.363269596098213
1749,2012-05-06,6.372019874336799
2160,2012-05-06,4.58589857044084
2161,2012-05-06,5.036144187423415
2164,2012-05-06,5.030916243871848
2167,2012-05-06,2.7039883832093907
2174,2012-05-06,6.285132828027293
2176,2012-05-06,3.564124050075719
1749,2012-05-07,1.5152025246236682
2160,2012-05-07,0.006854658173738977
2161,2012-05-07,1.6746743304967502
2164,2012-05-07,1.6496856001057063
2167,2012-05-07,0.3348752900198654
2174,2012-05-07,1.3987248743203182
2176,2012-05-07,1.4730815375106872
1749,2012-05-08,0.7094723069635723
2160,2012-05-08,0
2161,2012-05-08,4.533131993621672
2164,2012-05-08,5.346766114167503
2167,2012-05-08,4.251913092583697
2174,2012-05-08,0.7173477537322859
2176,2012-05-08,4.939586986836162
1749,2012-05-09,0.6316987101924574
2160,2012-05-09,0
2161,2012-05-09,3.4812938570882412
2164,2012-05-09,4.157703079815642
2167,2012-05-09,1.7894016517001334
2174,2012-05-09,0.6373535903582364
2176,2012-05-09,3.672457472132787
1749,2012-05-10,0
2160,2012-05-10,0
2161,2012-05-10,0
2164,2012-05-10,0
2167,2012-05-10,0
2174,2012-05-10,0
2176,2012-05-10,0
1749,2012-05-11,0.0038860841538649114
2160,2012-05-11,0
2161,2012-05-11,0
2164,2012-05-11,0
2167,2012-05-11,0
2174,2012-05-11,0.0026732228010393944
2176,2012-05-11,0
1749,2012-05-12,0
2160,2012-05-12,0
2161,2012-05-12,0.08499732542080572
2164,2012-05-12,0.353518803296039
2167,2012-05-12,0.7604363481312306
2174,2012-05-12,0
2176,2012-05-12,0.6151342265115995
1749,2012-05-13,0
2160,2012-05-13,0
2161,2012-05-13,0
2164,2012-05-13,0
2167,2012-05-13,0
2174,2012-05-13,0
2176,2012-05-13,0
1749,2012-05-14,0
2160,2012-05-14,0
2161,2012-05-14,0
2164,2012-05-14,0
2167,2012-05-14,0
2174,2012-05-14,0
2176,2012-05-14,0
1749,2012-05-15,0
2160,2012-05-15,0
2161,2012-05-15,0.05773442453116143
2164,2012-05-15,0.5763525857382481
2167,2012-05-15,0.8519735013628926
2174,2012-05-15,0
2176,2012-05-15,0.9307161592009587
1749,2012-05-16,0
2160,2012-05-16,0
2161,2012-05-16,3.3304288813027023
2164,2012-05-16,3.3303406631803756
2167,2012-05-16,2.708586407735429
2174,2012-05-16,0
2176,2012-05-16,3.4088236800358938
1749,2012-05-17,3.529652723430806
2160,2012-05-17,4.162036286730041
2161,2012-05-17,0.900728273821657
2164,2012-05-17,0.5448432369316456
2167,2012-05-17,0
2174,2012-05-17,3.576892345282243
2176,2012-05-17,0.4252913605830837
1749,2012-05-18,0
2160,2012-05-18,0
2161,2012-05-18,0
2164,2012-05-18,0
2167,2012-05-18,0
2174,2012-05-18,0
2176,2012-05-18,0
1749,2012-05-19,0
2160,2012-05-19,0
2161,2012-05-19,0.00907494745927212
2164,2012-05-19,0.09949083482534377
2167,2012-05-19,0
2174,2012-05-19,0
2176,2012-05-19,0.08508260560723027
1749,2012-05-20,0
2160,2012-05-20,0
2161,2012-05-20,1.105054645303166
2164,2012-05-20,3.3728428418734766
2167,2012-05-20,3.406934247312069
2174,2012-05-20,0
2176,2012-05-20,3.553421210276814
1749,2012-05-21,0
2160,2012-05-21,0
2161,2012-05-21,0.39416617393966014
2164,2012-05-21,0.6994539903908442
2167,2012-05-21,2.249871561703947
2174,2012-05-21,0
2176,2012-05-21,0.989988427629684
1749,2012-05-22,0
2160,2012-05-22,0
2161,2012-05-22,1.247974060327594
2164,2012-05-22,2.40887582506234
2167,2012-05-22,1.0872428233084337
2174,2012-05-22,0
2176,2012-05-22,2.382403357386967
1749,2012-05-23,9.393784796304494
2160,2012-05-23,9.578639822537799
2161,2012-05-23,9.989441822187608
2164,2012-05-23,9.457312453736373
2167,2012-05-23,11.233717110262806
2174,2012-05-23,9.32306067666845
2176,2012-05-23,9.73846523599201
1749,2012-05-24,1.0358171626958685
2160,2012-05-24,1.6240707996533899
2161,2012-05-24,4.13268697204402
2164,2012-05-24,4.13410252468558
2167,2012-05-24,1.1918810689662345
2174,2012-05-24,1.0126866211318983
2176,2012-05-24,3.3134862894086354
1749,2012-05-25,0.9729517513679917
2160,2012-05-25,0.23749739397657946
2161,2012-05-25,1.4345234654858616
2164,2012-05-25,1.9286211450569737
2167,2012-05-25,0.9677461086668104
2174,2012-05-25,0.9257497839516918
2176,2012-05-25,2.132308077257194
1749,2012-05-26,0
2160,2012-05-26,0
2161,2012-05-26,0
2164,2012-05-26,0
2167,2012-05-26,0
2174,2012-05-26,0
2176,2012-05-26,0
1749,2012-05-27,6.566273537288222
2160,2012-05-27,6.9909823744448545
2161,2012-05-27,18.48341142048378
2164,2012-05-27,17.988462448386098
2167,2012-05-27,21.76448032932544
