1749,17762,17763,17766,17769,17777,17778,17780,17812,17813,17814,2160,2161,2164,2167,2174,2176,2820,2825,2826,2827,2830,2832,2838,2839,LM17M,LM39F,RP01F,RP08F,RP15F,RP17F,RP19F,RP20F,RP22F,RP23F
0.020983333333333333,0.7837916666666667,0.44738333333333336,1e-4,0.36445833333333333,0.7439666666666667,0.06945833333333333,0.09206666666666667,0.20423333333333332,0.46471666666666667,0.06488333333333333,0.5541166666666667,0.16093333333333334,0.0511,0.6868916666666667,0.0015166666666666666,0.07033333333333333,0.42799166666666666,0.4167166666666667,0.516675,0,0.7048916666666667,0.296725,0.6996333333333333,0.4892916666666667,0.107225,0.9895333333333334,0.13083333333333333,0.12335833333333333,0.03915833333333334,0.63875,0.5278083333333333,0.5195,0.7429916666666667,0.2744916666666667
0.1667,0.5346166666666666,0.5301666666666667,4.0833333333333336e-4,0.357775,0.79945,0.09051666666666666,0.04125,0.06738333333333334,0.4549916666666667,0.027733333333333332,0.349825,0.248275,0.9587416666666667,0.9521666666666667,0.04595833333333333,0.8875916666666667,0.42356666666666665,0.41483333333333333,0.536375,8.333333333333334e-6,0.7052333333333334,0.35113333333333335,0.7303583333333333,0.3968333333333333,0.28899166666666665,0.833275,0.08813333333333333,0.16135833333333333,0.04621666666666667,0.6237166666666667,0.5253333333333333,0.44045,0.8259333333333333,0.2752583333333333
0.37624166666666664,0.44700833333333334,0.5211916666666667,8.333333333333333e-5,0.32235833333333336,0.7441333333333333,0.14720833333333333,0.0021666666666666666,0.08736666666666666,0.44403333333333334,0.0037166666666666667,0.15674166666666667,0.11733333333333333,0.6423083333333334,0.9825583333333333,0.03261666666666667,0.45745833333333336,0.42835833333333334,0.38781666666666664,0.5323083333333334,3e-4,0.7362833333333333,0.38545,0.68255,0.50525,0.08550833333333334,0.7980416666666666,0.039216666666666664,0.26461666666666667,0.09209166666666667,0.675775,0.54295,0.3629583333333333,0.6442416666666667,0.21586666666666668
0.250225,0.26095833333333335,0.6122416666666667,5.833333333333333e-5,0.19605,0.6381583333333334,0.13870833333333332,0.037725,0.008441666666666667,0.441125,0.013166666666666667,0.3116833333333333,0.055683333333333335,0.1043,0.9849416666666667,0.001,0.060875,0.5146583333333333,0.38645833333333335,0.5417,0.00315,0.7686916666666667,0.37654166666666666,0.68875,0.581875,0.05921666666666667,0.8199666666666666,0.021008333333333334,0.3395666666666667,0.1204,0.7935583333333334,0.544325,0.25935,0.41635833333333333,0.03555833333333333
0.0144,0.09354166666666666,0.7784916666666667,5.833333333333333e-5,0.11680833333333333,0.6018,0.11198333333333334,0.0036416666666666667,0.0134,0.4257166666666667,0.0113,0.6743583333333333,0.0382,0.3360416666666667,0.988875,3.3333333333333335e-5,0.05230833333333333,0.552,0.3803166666666667,0.5596583333333334,0.010041666666666667,0.7955166666666666,0.37730833333333336,0.694375,0.6114083333333333,0.023016666666666668,0.86985,0.03485833333333333,0.49898333333333333,0.12815833333333335,0.373275,0.5730583333333333,0.37501666666666666,0.05919166666666666,0.24575833333333333
0.0218,1.6666666666666666e-4,0.6302666666666666,0,0.154975,0.4067,0.10514166666666666,0.005183333333333333,0.08555,0.42104166666666665,0.0071333333333333335,0.8408333333333333,0.05446666666666666,0.42428333333333335,0.9886583333333333,8.333333333333334e-6,0.12916666666666668,0.621225,0.36504166666666665,0.5468333333333333,0.04259166666666667,0.7444583333333333,0.46558333333333335,0.6689,0.6195583333333333,0.0074916666666666664,0.9628333333333333,0.08388333333333334,0.3329083333333333,0.33313333333333334,0.5443166666666667,0.48849166666666666,0.37575,0.0038583333333333334,0.30335
0.003975,0.00285,0.41070833333333334,8.333333333333334e-6,0.21666666666666667,0.45815,0.040175,0.00825,0.012883333333333333,0.402175,0.009516666666666666,0.6677083333333333,0.057183333333333336,0.3851,0.941725,0.012883333333333333,0.19154166666666667,0.6645916666666667,0.33815833333333334,0.5200166666666667,0.09118333333333334,0.6996,0.5335,0.7201583333333333,0.7388833333333333,0.01885,0.8345416666666666,0.06778333333333333,0.08115,0.559775,0.6056333333333334,0.4473916666666667,0.3268,0.0040416666666666665,0.23599166666666666
0.04595833333333333,0.0396,0.21201666666666666,2.1666666666666666e-4,0.1804,0.32661666666666667,0.024158333333333334,1.3333333333333334e-4,8.333333333333334e-6,0.3908583333333333,0.022966666666666666,0.7535166666666666,0.06995,0.32805,0.8813333333333333,0.0024666666666666665,0.2336,0.737875,0.3191833333333333,0.48730833333333334,0.14015,0.46684166666666665,0.5892916666666667,0.41280833333333333,0.5574333333333333,0.0044666666666666665,0.7457416666666666,0.2995333333333333,0.03838333333333333,0.6189833333333333,0.6927166666666666,0.3909416666666667,0.35789166666666666,0.0026416666666666667,0.035866666666666665
0.353675,0.003075,0.11745833333333333,0.002475,0.19404166666666667,0.29783333333333334,0.04974166666666666,6e-4,1.1666666666666667e-4,0.341125,0.030891666666666668,0.85675,0.10423333333333333,0.2489,0.7435583333333333,0.163575,0.19776666666666667,0.83105,0.2916,0.49785,0.20489166666666667,0.5706416666666667,0.5460583333333333,0.17615833333333333,0.3395166666666667,9e-4,0.738625,0.8947416666666667,0.07526666666666666,0.6719666666666667,0.9293916666666666,0.4597333333333333,0.331375,4.166666666666667e-4,0.106425
0.25165,0.07971666666666667,0.17581666666666668,9.166666666666667e-5,0.3020333333333333,0.4524166666666667,0.06359166666666667,0.012116666666666666,0.0121,0.45006666666666667,0.007483333333333333,0.9402333333333334,0.0976,0.21389166666666667,0.7546166666666667,0.242925,0.16379166666666667,0.7775166666666666,0.15544166666666667,0.5274916666666667,0.2391,0.4812916666666667,0.6303916666666667,0.17728333333333332,0.17391666666666666,5.666666666666667e-4,0.49665,0.9730583333333334,0.04629166666666667,0.7655083333333333,0.720075,0.4989166666666667,0.195075,0.04194166666666667,0.312025
