mean,sd,2.5%,25%,50%,75%,97.5%,Rhat,n.eff,overlap0,f
0.3903457155170155,1.0512490976209299,-1.5810034531044304,-0.2960135726508344,0.3464304927402435,1.0284528941855449,2.6239373244336477,0.9999150960179564,7500,1,0.6377333333333334
2.78531494171911,2.4223776682869804,-1.603493977304352,1.146948292552731,2.6550428264358485,4.29550443942116,7.895370745931784,1.0002375810317918,7500,1,0.8885333333333333
0,0,0,0,0,0,0,NA,1,0,1
6.880274954880246,4.3304248324816825,-1.2036748586026347,3.9880011552436967,6.695065625393475,9.555791470693556,16.04269774908441,1.000197179132653,5080,1,0.9528
0,0,0,0,0,0,0,NA,1,0,1
-13.85519610815361,5.844983214555617,-25.771154435707224,-17.66125577409487,-13.640880911778819,-9.817831538471607,-2.9055036262435556,1.0002727245031082,6295,0,0.9949333333333333
0.9358477306209136,0.9442582907310557,0.02244283281946713,0.2662870405061545,0.6387597867575225,1.2957672607554305,3.4826986796334314,1.0039891594886827,1383,0,1
0.9762207769324432,0.996663649596259,0.026740185601295555,0.27986400187600674,0.6590105276599093,1.3188876111688677,3.696115686307709,1.003858344515669,1278,0,1
0.9905097580206204,0.9856849895024345,0.025427224116325923,0.28923201867995463,0.6770989672650174,1.3887156860337284,3.634454741028795,1.0016136715592987,2903,0,1
0.9480876326842786,0.9220896690740811,0.02420730142282616,0.2775696369811476,0.6697514760423253,1.3249094432732444,3.4382681597484472,1.0081465159775604,468,0,1
0.9697658531052439,0.9621191072222007,0.023851545537951286,0.27828841476207195,0.6821591524026603,1.3303455747260367,3.564068603294994,1.0079018983300632,617,0,1
0.902262352632707,0.9193670298724755,0.022052362777587903,0.2548065177629148,0.6228669881586046,1.2370060448898261,3.4754608934555264,1.013416341007352,585,0,1
1.0331909802007517,1.0396455630743984,0.02868006480914747,0.3001423190998379,0.7094778977184961,1.4174360557748324,3.895412103734787,1.008434599880071,872,0,1
0.9413038622394806,0.897256072173956,0.025113373659903564,0.28119496565520286,0.6662825699578192,1.3441606102316574,3.307200409573161,1.0040802264907518,1251,0,1
0.8687050017557406,0.9245844123331154,0.023655153629438052,0.24828248656420104,0.5792897696830612,1.1614629861685901,3.2700826656868784,1.0147488024761449,426,0,1
0.7961292932329533,0.7966658175537541,0.020097243391974346,0.22564789594785928,0.5450558214955799,1.109969119916384,2.8957442478517885,1.0062271390336597,711,0,1
1.0924516760446275,1.1087798231300772,0.02589052784014962,0.32022457165177076,0.7698697731355033,1.4836553810578479,4.132157462811575,1.0163840094240155,486,0,1
0.854805304903856,0.817403844862411,0.02461364177004819,0.2568986148869854,0.6070307725542519,1.190459782205311,3.0560120567356037,1.0054154553723322,1851,0,1
0.8639118096047776,0.9044311640400207,0.02025530082469171,0.2517884981092767,0.5963502048230704,1.182177773421869,3.124176206488031,1.0090336081992897,5686,0,1
1.0294703405279817,0.9905977517225343,0.025983759820693755,0.30343010898209144,0.7350047918905709,1.4375539719893526,3.6305674038091924,1.0033190138552739,3878,0,1
0.8742520148908614,0.8773233154350346,0.021191989073111206,0.25349937475327383,0.602433014944139,1.2228105251176287,3.229846705477768,1.0067705595946195,1375,0,1
0.8999223938833011,0.9312430571379232,0.023156266289335488,0.24871286762023273,0.6073841759445435,1.236259828198937,3.3492768807266105,1.0052442272401292,1438,0,1
0.9775443822556589,0.9613126548112844,0.026904244510191265,0.2792931575802805,0.683851714300502,1.3529729581767165,3.57430886803892,1.0074261309543109,1268,0,1
0.8961297570868499,0.8923843661484528,0.024534711004778394,0.25946475412155157,0.6213305078784008,1.2433908824504603,3.332420311067845,1.0039401455194108,772,0,1
0.8776599165935095,0.8574564374262488,0.02172930212007304,0.26708434775084583,0.6267892196687048,1.2311440834389975,3.1345864099233185,1.0101319413316174,1119,0,1
0.9164038456057559,0.9041770021157698,0.022492732174558674,0.26610605879175103,0.6338794629947482,1.265424937373879,3.33481977019823,1.0072691018346072,729,0,1
1.0133927248438244,0.9897568101739418,0.024440198692950936,0.288855530955914,0.7217402507864361,1.4021462911650686,3.7677812327575504,1.0017512383384477,1672,0,1
0.9310928101813749,0.9170650607612835,0.025111638638292695,0.2820881329573826,0.6498120757145427,1.2861968070599819,3.3744579788207654,1.0004032927013349,3892,0,1
0.9195735220979789,0.9012238407982203,0.023900592392976948,0.2653016077409386,0.6525432063166904,1.289216085684107,3.3060328368781557,1.002849627165128,1696,0,1
0.9067181123073446,0.9002006446245597,0.019202710505716297,0.26719862772480285,0.6244628669223128,1.2586582411070373,3.333677158465223,1.0023294459860717,1325,0,1
0.9624808407074547,0.9653384986679135,0.024777158210843177,0.28077719216655145,0.6602671237074063,1.3221134944336206,3.6340918217465603,1.0058961809879827,1143,0,1
0.9804281391556819,0.9608463281716252,0.021192664860458083,0.2784484915652132,0.6880883975556978,1.3784274987908909,3.504136394601672,1.0014668093875754,1964,0,1
0.9208094934739979,0.9259266748033563,0.022402210885060947,0.26492031017728085,0.6272754726463383,1.2794712133613932,3.4725739765340458,1.0029902314468715,1608,0,1
1.0518228875560784,1.0223004622513223,0.031440579641954694,0.3144064480381064,0.735149170803877,1.4620263314972066,3.8318305511069752,1.006817769330147,896,0,1
0.9871318098393865,0.9622174371807684,0.02177599580122841,0.2799883744211795,0.6915570811443182,1.3892063653025801,3.5699466385969814,1.0005693745432565,7500,0,1
1.0052944667991661,0.9789284602366009,0.027059424630896972,0.3002022127313109,0.6962248542056568,1.3945362429847954,3.688785566632511,1.0104149669966567,449,0,1
0.9973249489660478,0.9814567909905778,0.02287813086560416,0.2865629553300425,0.6865406457208838,1.399394768467409,3.6357287550194037,1.002652144572284,1457,0,1
0.9966364906268421,0.9789181469684254,0.026527946084718326,0.281642023863244,0.7008437794220228,1.392942133910899,3.7087991443041863,1.0097067464873382,393,0,1
1.0122810254875265,0.9887366562593352,0.023518408411290423,0.2868652541305817,0.7123497807249667,1.420390224049433,3.642387137082768,0.9999249752858029,7500,0,1
0.9533282173021792,1.022164889631264,0.023615577414360968,0.26865239254425816,0.6490925814150712,1.2787792603957149,3.4915885081102127,1.0314483169963744,277,0,1
0.97243415362191,0.9618398571702246,0.02473327250125388,0.2783810498971174,0.6718191445522912,1.359396843099574,3.540404431151906,1.006883916244428,1400,0,1
0.8662260200661551,0.8723168527285056,0.02208615391233415,0.2500409275296773,0.6047707111401752,1.1886044236961038,3.2114195032713906,1.0045977780033994,1535,0,1
0.9152954593608498,0.8744386310476481,0.019461741414754746,0.2668088671504521,0.6376989109081257,1.31887111837469,3.2237204456735276,1.0018165733637667,2374,0,1
1.0031370606776333,0.9823871284183152,0.023290730178619098,0.29693462432299456,0.6981439635560942,1.4024745305259545,3.6372140897710237,1.0024428484070143,3528,0,1
1.0392905309563192,1.054528291783496,0.026837850623329,0.295514226026374,0.7097074857764274,1.4291910360666287,3.928925684439993,1.0014778724569235,3414,0,1
1.0677987973092267,1.1151069002752292,0.02802941005756995,0.2855083482116059,0.7164100824608242,1.4452427782645305,4.147057103132452,1.0013230601496639,7500,0,1
1.1106113310908428,1.0911906462373804,0.027560119680679094,0.3220494768643246,0.7662719623980978,1.559224241437734,4.108134394409278,1.0001695792680438,7500,0,1
1.0226069842923435,1.001773801480054,0.023776510750069004,0.30314971601705487,0.7148721585283467,1.4461906856218731,3.7321140765342546,1.004642851778685,1020,0,1
0.9191277730249409,0.9386756503044564,0.019278963263695444,0.2489154234838297,0.616048907298105,1.284416998171835,3.443615859086057,1.0003166692996757,7500,0,1
0.9510502629101487,0.9166252482265612,0.024761162694323012,0.28544268495387937,0.6794555635860273,1.3302821886439535,3.4253129361921006,1.00179296239537,2261,0,1
1.1510442657936923,1.131855717893757,0.029322919083818455,0.3416174580515955,0.8142909339461439,1.579031673335998,4.2739738598692405,1.0175726099272528,182,0,1
1.1625487801671448,1.1740599872492141,0.026936213857304783,0.32677019326668244,0.8106483345802571,1.584775698428053,4.489780595514793,1.003581186041646,1887,0,1
1.0478208818279418,1.0270215871034643,0.028473067850857348,0.30663874940732094,0.7350341077776514,1.443439804491711,3.7973654260012326,1.0011947805852819,7500,0,1
1.059645839134524,1.085585876584913,0.026665770689989782,0.30700209967349235,0.7293560169023466,1.445759851677588,3.995169430502896,1.0072687014959332,683,0,1
1.163993395068437,1.1202893494524788,0.031343308694103865,0.33350567126666636,0.8338744542142149,1.6174685279914824,4.168271126860102,1.0000988386407275,7500,0,1
1.1687875749126937,1.140457242721939,0.027821933077529476,0.32662317862383616,0.8194268316967304,1.6534553521574344,4.2404467509681805,1.0128629976771606,396,0,1
1.1690292964607543,1.103829406752464,0.028398341004611093,0.33940551032595934,0.8371845566545714,1.669481190087268,4.099390131369029,1.000932917514054,3093,0,1
0.9856927568507083,0.9875057945049732,0.024746960049678468,0.27308274305119506,0.687120549067499,1.375724339228579,3.5498073527272966,1.001763816367101,7500,0,1
1.1812700423080538,1.0931700739664432,0.03620138083433991,0.3631916905413174,0.8673015452765884,1.6530104118090236,4.0677717596754706,1.004053155898101,1485,0,1
1.190976934406413,1.210118073484505,0.03142524621642674,0.3527332589390661,0.8192666517711058,1.6475266757550835,4.492807657472243,1.0107453042915753,1403,0,1
0.9723777787461819,0.9625217311396588,0.025482002005648277,0.27935508822322197,0.6777391284568468,1.3489283914771948,3.5374491052261234,1.001583517126587,2884,0,1
1.22903613443811,1.247492978181325,0.02958080921659236,0.33827191432478926,0.8493670263931341,1.730978266994289,4.4867119233570145,1.0046266166326945,997,0,1
1.131188034543106,1.0596547232584617,0.030678077434809423,0.3524970543878552,0.8236638258143748,1.5891502374272366,3.853281239443323,1.000861306417113,3057,0,1
1.0837193149492508,1.0474833135314647,0.028973143518387243,0.3121280539272856,0.7707024253501169,1.5293953065614871,3.8574750062000387,0.9998536554543436,7500,0,1
0.01623734594695174,0.01616746698970442,3.9092572108384577e-4,0.004689046253532243,0.011127560504192616,0.022520523592706093,0.059096682443051884,1.0038468627506074,1569,0,1
0.016909051791293334,0.016951119949086952,0.00048061320973905865,0.0049224661035971624,0.011492242034669128,0.02306436639108947,0.06469718986457045,1.0040186027690512,1024,0,1
0.017121599923537012,0.01665769819098678,4.3239566954716307e-4,0.005067479971190466,0.011875721659361986,0.024072122081475633,0.06191759459986463,1.0017198314289182,1629,0,1
0.016360674850524438,0.01565617856562996,4.316117386677585e-4,0.004844305639277447,0.01155864316027759,0.023232260993850076,0.05787383022539193,1.010968495723374,346,0,1
0.016854474467833697,0.01651127964206225,4.2704264007052575e-4,0.004846546267551704,0.011885057949981126,0.02347779406150348,0.06124938274429319,1.0057117253366796,771,0,1
0.015647640768425296,0.015790965920544242,3.8484082437762894e-4,0.004435899374530441,0.010866861922315448,0.021612751270416265,0.05813812726785399,1.014054200681785,577,0,1
0.017832517383966996,0.01768991798285394,4.915124609332287e-4,0.005260972886515014,0.012449491013022092,0.024398421048766623,0.06679579392522746,1.0042583755898633,1422,0,1
0.016322340077122598,0.015365246015885603,4.17318336911307e-4,0.004981926434486207,0.011756936746496383,0.023160320626200066,0.05767191396364187,1.0029536751266173,1539,0,1
0.015006764709812012,0.015623783579587042,3.9290429162684075e-4,0.004386702834123471,0.01025377012612769,0.020208048831818634,0.05673096793722007,1.0118500987039314,528,0,1
0.013735028963192036,0.013464009427400944,3.644278186180651e-4,0.0039668675947532595,0.009585792575920096,0.019347423586126896,0.048816856971490394,1.005391992847165,826,0,1
0.018877540914384257,0.018775651500866537,4.483337149137384e-4,0.0056272714954603,0.013414433839912972,0.025723363007194227,0.06894089621149785,1.0137816973134683,500,0,1
0.014787088219515255,0.013932307707594769,4.2764586217609825e-4,0.004524349060006451,0.010475234848312583,0.020890400454969406,0.052317217500621065,1.003437573076983,2902,0,1
0.014917836264966785,0.015249178953919272,3.5874313868921627e-4,0.004408709283639287,0.010407426618607638,0.020643604593532674,0.05330286279236568,1.0067008134528044,4431,0,1
0.01780133564784514,0.0168343514034233,4.461421231073329e-4,0.005359325855176084,0.01279683278069232,0.02502890302584431,0.06202710676428404,1.002410280535695,3448,0,1
0.015100559885580084,0.014916466082799921,3.5159098298118455e-4,0.004462787936360483,0.010438826093403842,0.021179508382393727,0.054687735432456815,1.004893183769234,2025,0,1
0.01543008403814399,0.015293989203059896,4.09051884130581e-4,0.0044241022230503795,0.010556621617067045,0.02146432529628872,0.05637075254096591,1.0039718719258166,1769,0,1
0.016892239070762812,0.016321737757683474,4.871731977632631e-4,0.004871545030784963,0.011961491590809161,0.02366243222654866,0.06085532764261651,1.0068034380981759,1040,0,1
0.015493982596358914,0.015198723405798887,4.443101075482222e-4,0.004523376439648992,0.010879362751547723,0.021757395692101538,0.05616045177160546,1.002965474463824,856,0,1
0.015138789992282888,0.014433413337959267,3.7006126996620866e-4,0.004708374054599359,0.010804847232488585,0.021093713884907907,0.053233193960312016,1.0064714616317147,1320,0,1
0.015894428638374786,0.015557553118008426,3.9461468169613677e-4,0.004700445031140173,0.011054071835767974,0.022279430275316654,0.05744847253139308,1.0059153713409597,820,0,1
0.01751037823168632,0.016795181210887394,4.4108651006346573e-4,0.005041591635321845,0.012574037275493367,0.0245188362649817,0.06354053154026151,1.0020099144128363,1213,0,1
0.016082779982605603,0.015604772527521424,4.2556530011935616e-4,0.004999777930016302,0.01143393908536138,0.022024196895735936,0.05834397179065648,0.9999930364974768,7500,0,1
0.015902161427293393,0.015354559081020788,3.991707172666085e-4,0.00468202702987204,0.011385471691241444,0.022332970155539252,0.05723430511542268,1.0035097238092114,1095,0,1
0.015699955195660465,0.015396956596358648,3.325166104668957e-4,0.004706152497419723,0.01103973536954803,0.02182270743663855,0.05662729299695325,1.0031912843917172,1067,0,1
0.016653314205539237,0.016448716908984272,4.2732804700071683e-4,0.004861618018658486,0.011483216381073628,0.023113497142779674,0.06227648136957606,1.0070531178430833,833,0,1
0.0169072726772269,0.016195502914819828,3.7270615893101786e-4,0.004902882151925103,0.012073895076116108,0.023886801072959873,0.06049641642611182,1.0003203624822612,4659,0,1
0.015828699342379196,0.015551887210995116,3.8927852479238897e-4,0.00472270059894354,0.010946465559072222,0.021979947992782314,0.057318463843686183,1.001479040335022,3185,0,1
0.01813109869275291,0.017327970445759434,5.598042959738426e-4,0.005506321611134155,0.012772452567332244,0.025340052786450636,0.0648370012355082,1.005108411624119,1243,0,1
0.016986550345685403,0.01618130782453353,3.9567853687023745e-4,0.004930622708893868,0.01220579641060493,0.02404578236188245,0.05947862056226466,1.0002404452352793,7500,0,1
