1749,17762,17763,17766,17769,17777,17778,17780,17812,17813,17814,2160,2161,2164,2167,2174,2176,2820,2825,2826,2827,2830,2832,2838,2839,LM17M,LM39F,RP01F,RP08F,RP15F,RP17F,RP19F,RP20F,RP22F,RP23F
0.067325,0.029425,0.3320166666666667,0.8375416666666666,0.018658333333333332,0.028591666666666668,0.002575,0.563825,0.010608333333333334,0.16796666666666665,0.06651666666666667,0.81085,0.422075,0.03793333333333333,0.09305,0.07056666666666667,0.005308333333333333,0.6003666666666667,0.6476666666666666,0.64635,0.0019833333333333335,0.972775,0.4888166666666667,0.454325,0.47225833333333334,0.010866666666666667,4.1666666666666665e-5,0.3387,0.19114166666666665,0.052491666666666666,0.516525,0.36006666666666665,0.16111666666666666,0.9259666666666667,0.0037
0.8211833333333334,0.0153,0.31075,0.8876916666666667,0.00535,1e-4,0.08725,0.4799583333333333,4.1666666666666665e-5,0.08126666666666667,0.03813333333333333,0.9398583333333334,0.9385666666666667,0,0.006533333333333334,0.5423916666666667,5.833333333333333e-5,0.6016583333333333,0.6770416666666667,0.6904583333333333,0.013016666666666666,0.978375,0.48075,0.49725,0.388,0.03095,0.0012916666666666667,0.323675,0.18354166666666666,0.057341666666666666,0.4815333333333333,0.30141666666666667,0.120425,0.973125,0.036825
0.9619166666666666,7.083333333333334e-4,0.2982,0.9692083333333333,0.04305,0.00555,0.029108333333333333,0.829475,8.583333333333333e-4,0.005266666666666667,0.016291666666666666,0.002675,0.6488,0.014483333333333334,0.0060416666666666665,0.19018333333333334,0.002825,0.6033333333333334,0.6685083333333334,0.6578333333333334,0.03351666666666667,0.9819333333333333,0.47155,0.3550583333333333,0.464025,0.0074916666666666664,0.046266666666666664,0.3072666666666667,0.247925,0.10766666666666666,0.45665833333333333,0.27660833333333334,0.08573333333333333,0.8516916666666666,0.15645833333333334
0.4505166666666667,2.5e-5,0.31565,0.98435,0.0011916666666666666,0.007158333333333333,0.00295,0.6143916666666667,0,0.001875,0.024475,0.2465,0.11895833333333333,0.0585,0.018891666666666668,0.14669166666666666,0.10473333333333333,0.6071416666666667,0.6956833333333333,0.6501666666666667,0.05595833333333333,0.9866916666666666,0.4587333333333333,0.38738333333333336,0.512475,0.006991666666666667,0.17990833333333334,0.3542666666666667,0.26914166666666667,0.11650833333333334,0.4453666666666667,0.2763583333333333,0.057125,0.59225,0.05631666666666667
0.047558333333333334,6.083333333333333e-4,0.32458333333333333,0.780825,0,0,4.1666666666666665e-5,0.16381666666666667,0,8.333333333333334e-6,0.02723333333333333,0.8033083333333333,0.15738333333333332,0.6825416666666667,0.0478,0.25915,0.22711666666666666,0.6094416666666667,0.749375,0.7161,0.07155,0.9896416666666666,0.4459,0.394375,0.5567916666666667,0.0017333333333333333,0.407275,0.44679166666666664,0.30701666666666666,0.09098333333333333,0.28005833333333335,0.25355833333333333,0.05438333333333333,0.0061,0.7047083333333334
0.09751666666666667,0,0.4232,0.5120583333333333,0.00305,0.0037166666666666667,3.5e-4,0.939725,0.001925,0.011208333333333334,0.024608333333333333,0.004533333333333334,0.5578916666666667,0.9722,0.21110833333333334,0.049825,0.7778416666666667,0.6178833333333333,0.8063,0.7263416666666667,0.09085833333333333,0.9900833333333333,0.4386833333333333,0.355525,0.5900416666666667,1.5833333333333332e-4,0.7365333333333334,0.6247833333333334,0.4291833333333333,0.6182083333333334,0.35406666666666664,0.12580833333333333,0.04865,0.0010833333333333333,0.8737583333333333
0.02896666666666667,3.3333333333333335e-5,0.29725833333333335,0.5243333333333333,0.0037833333333333334,0.018825,8.333333333333334e-6,0.6,0.0014166666666666668,0.06005,0.03646666666666667,0.3304416666666667,0.7680083333333333,0.894725,0.8264833333333333,0.5067083333333333,0.7582083333333334,0.621425,0.7918333333333333,0.7148583333333334,0.12280833333333334,0.991025,0.4336,0.40065,0.5635666666666667,2.916666666666667e-4,0.7369416666666667,0.54455,0.08009166666666667,0.6464166666666666,0.49078333333333335,0.06349166666666667,0.03618333333333333,8.333333333333334e-6,0.7784083333333334
0.212525,5.5e-4,0.2243,0.53305,2.916666666666667e-4,0.002616666666666667,0.0016,0.260925,0.0019083333333333333,0.8537833333333333,0.0441,0.6778833333333333,0.7925833333333333,0.8364833333333334,0.9018833333333334,0.13110833333333333,0.752225,0.62805,0.8127,0.662575,0.15641666666666668,0.9912833333333333,0.4221666666666667,0.3032666666666667,0.4769083333333333,4.1666666666666665e-5,0.7887333333333333,0.6502583333333334,0.006641666666666666,0.31196666666666667,0.6776916666666667,0.025733333333333334,0.060333333333333336,7.5e-5,0.017125
0.0027916666666666667,0,0.28425,0.5725666666666667,0,8.333333333333334e-6,0.024458333333333332,0.406975,0.08655833333333333,0.355775,0.04870833333333333,0.8688666666666667,0.684875,0.5292083333333333,0.7671333333333333,0.973025,0.6626166666666666,0.622575,0.5765083333333333,0.7174833333333334,0.159675,0.9947916666666666,0.40215833333333334,0.1662,0.513575,8.333333333333334e-6,0.869925,0.902575,0.045575,0.430775,0.9328,0.026175,0.08575833333333334,0,0.14705833333333335
0.30806666666666666,3.3333333333333335e-5,0.3388,0.73255,5e-5,8.666666666666666e-4,0.019933333333333334,0.37438333333333335,0.17355833333333334,0.23794166666666666,0.043083333333333335,0.749475,0.39581666666666665,0.61595,0.8487583333333333,0.9023916666666667,0.699525,0.6356666666666667,0.5591666666666667,0.8139583333333333,0.16008333333333333,0.9891833333333333,0.3996,0.13176666666666667,0.5314583333333334,0,0.6840666666666667,0.9832666666666666,0.008691666666666667,0.511425,0.5872833333333334,0.034183333333333336,0.073475,0.043816666666666663,0.34889166666666666
0.11790833333333334,0.002766666666666667,0.39245,0.9785583333333333,0,0,0.073075,0.50405,0.024841666666666668,0.11266666666666666,0.06558333333333333,0.36485,0.115725,0.46395,0.929625,0.8577,0.7111166666666666,0.644125,0.6473416666666667,0.8386083333333333,0.21695833333333334,0.9768166666666667,0.3983583333333333,0.21796666666666667,0.480425,3.3333333333333335e-5,0.49425833333333336,0.9998666666666667,4.333333333333333e-4,0.325575,0.6444666666666666,0.016225,0.100975,0.25883333333333336,0.3838416666666667
0.042341666666666666,0.0064333333333333334,0.469175,0.8568416666666666,0,0,0.20339166666666667,0.7723,0.31933333333333336,0.023741666666666668,0.07496666666666667,0.16971666666666665,0.39381666666666665,0.9893166666666666,0.945375,0.49145833333333333,0.897675,0.6501833333333333,0.6810916666666667,0.790175,0.17449166666666666,0.9681666666666666,0.3927833333333333,0.37335,0.5892833333333334,1.1666666666666667e-4,0.28036666666666665,0.9993666666666666,0.007216666666666666,0.171125,0.6786,0.04251666666666667,0.0799,0.6483,0.3344416666666667
0.0342,0,0.495275,0.768775,4.333333333333333e-4,0.028025,0.3515583333333333,0.9870833333333333,0.17359166666666667,0.029758333333333335,0.09359166666666667,0.018691666666666665,0.4991583333333333,0.7473583333333333,0.7261333333333333,0.6113083333333333,0.753575,0.65455,0.9233166666666667,0.9404333333333333,0.17776666666666666,0.9642,0.3887083333333333,0.19384166666666666,0.31654166666666667,0.0034833333333333335,0.09294166666666667,0.999975,0.0022916666666666667,0.009666666666666667,0.6915416666666667,0.037941666666666665,0.04365,0.45768333333333333,0.38835833333333336
